        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCN Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-07-25 21:11:07 ,         199.0   ,            400.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       84   ,         0.718   ,               54.6   ,                  7319   ,
2024-07-25 21:11:08 ,         199.0   ,            933.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       84   ,         0.718   ,               54.5   ,                  7319   ,
2024-07-25 21:11:09 ,          77.0   ,            400.0   ,          11.0   ,               51.0   ,         26   ,                        784   ,                       84   ,         0.718   ,               54.5   ,                  7329   ,
2024-07-25 21:11:10 ,          40.0   ,            400.0   ,          11.0   ,               52.0   ,         26   ,                        784   ,                       77   ,         0.718   ,               54.6   ,                  7332   ,
2024-07-25 21:11:11 ,          29.0   ,            933.0   ,          11.0   ,               51.0   ,         34   ,                        795   ,                       77   ,         0.718   ,               55.0   ,                  7334   ,
2024-07-25 21:11:12 ,          26.0   ,            933.0   ,          11.0   ,               51.0   ,         41   ,                        795   ,                       77   ,         0.718   ,               55.1   ,                  7334   ,
2024-07-25 21:11:13 ,         147.0   ,            400.0   ,          11.0   ,               51.0   ,         41   ,                        795   ,                       77   ,         0.718   ,               55.1   ,                  7334   ,
2024-07-25 21:11:14 ,         184.0   ,            400.0   ,          11.0   ,               52.0   ,         41   ,                        795   ,                       77   ,         0.718   ,               55.1   ,                  7321   ,
2024-07-25 21:11:15 ,         195.0   ,            400.0   ,          11.0   ,               51.0   ,         44   ,                        795   ,                       77   ,         0.718   ,               55.5   ,                  7298   ,
2024-07-25 21:11:16 ,         198.0   ,            400.0   ,          11.0   ,               52.0   ,         34   ,                        794   ,                       77   ,         0.718   ,               55.4   ,                  7306   ,
2024-07-25 21:11:17 ,         199.0   ,            400.0   ,          11.0   ,               52.0   ,         24   ,                        784   ,                       77   ,         0.718   ,               55.0   ,                  7307   ,
2024-07-25 21:11:18 ,         199.0   ,            933.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       77   ,         0.718   ,               54.8   ,                  7306   ,
2024-07-25 21:11:19 ,         199.0   ,            400.0   ,          11.0   ,               52.0   ,         30   ,                        784   ,                       77   ,         0.718   ,               54.8   ,                  7305   ,
2024-07-25 21:11:20 ,          77.0   ,            400.0   ,          11.0   ,               51.0   ,         26   ,                        784   ,                       77   ,         0.718   ,               54.6   ,                  7311   ,
2024-07-25 21:11:21 ,          40.0   ,            400.0   ,          11.0   ,               50.0   ,         34   ,                        801   ,                       77   ,         0.718   ,               55.0   ,                  7308   ,
2024-07-25 21:11:22 ,         151.0   ,            400.0   ,          11.0   ,               51.0   ,         43   ,                        801   ,                       77   ,         0.718   ,               55.0   ,                  7308   ,
2024-07-25 21:11:23 ,         185.0   ,            933.0   ,          11.0   ,               52.0   ,         43   ,                        801   ,                       77   ,         0.718   ,               55.0   ,                  7308   ,
2024-07-25 21:11:24 ,          72.0   ,            933.0   ,          11.0   ,               51.0   ,         44   ,                        801   ,                       77   ,         0.718   ,               55.0   ,                  7307   ,
2024-07-25 21:11:25 ,          39.0   ,            400.0   ,          11.0   ,               51.0   ,         43   ,                        801   ,                       77   ,         0.718   ,               55.1   ,                  7307   ,
2024-07-25 21:11:26 ,          29.0   ,            400.0   ,          11.0   ,               52.0   ,         39   ,                        817   ,                       77   ,         0.718   ,               55.3   ,                  7306   ,
2024-07-25 21:11:27 ,          26.0   ,            400.0   ,          11.0   ,               51.0   ,         27   ,                        784   ,                       77   ,         0.718   ,               55.0   ,                  7305   ,
2024-07-25 21:11:28 ,          25.0   ,            933.0   ,          11.0   ,               51.0   ,         26   ,                        784   ,                       77   ,         0.718   ,               54.9   ,                  7304   ,
2024-07-25 21:11:29 ,         147.0   ,            933.0   ,          11.0   ,               51.0   ,         26   ,                        784   ,                       77   ,         0.718   ,               54.8   ,                  7303   ,
2024-07-25 21:11:30 ,          61.0   ,            933.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       77   ,         0.718   ,               54.8   ,                  7303   ,
2024-07-25 21:11:31 ,         158.0   ,            400.0   ,          11.0   ,               51.0   ,         27   ,                        801   ,                       77   ,         0.718   ,               54.9   ,                  7302   ,
2024-07-25 21:11:32 ,         187.0   ,            400.0   ,          11.0   ,               51.0   ,         42   ,                        801   ,                       77   ,         0.718   ,               55.0   ,                  7302   ,
2024-07-25 21:11:33 ,          73.0   ,            933.0   ,          11.0   ,               51.0   ,         42   ,                        801   ,                       77   ,         0.718   ,               55.1   ,                  7300   ,
2024-07-25 21:11:34 ,          39.0   ,            933.0   ,          11.0   ,               52.0   ,         43   ,                        801   ,                       77   ,         0.718   ,               55.3   ,                  7300   ,
2024-07-25 21:11:35 ,         151.0   ,            400.0   ,          11.0   ,               51.0   ,         43   ,                        801   ,                       77   ,         0.718   ,               55.3   ,                  7300   ,
2024-07-25 21:11:36 ,         185.0   ,            400.0   ,          11.0   ,               51.0   ,         42   ,                        801   ,                       77   ,         0.718   ,               55.4   ,                  7298   ,
2024-07-25 21:11:37 ,          72.0   ,            933.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       77   ,         0.718   ,               55.0   ,                  7298   ,
2024-07-25 21:11:38 ,          39.0   ,            400.0   ,          11.0   ,               51.0   ,         26   ,                        784   ,                       77   ,         0.718   ,               55.0   ,                  7298   ,
2024-07-25 21:11:39 ,          29.0   ,            400.0   ,          11.0   ,               51.0   ,         26   ,                        784   ,                       77   ,         0.718   ,               63.9   ,                  7350   ,
2024-07-25 21:11:40 ,          26.0   ,            933.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       77   ,         1.006   ,               62.9   ,                  7335   ,
2024-07-25 21:11:41 ,         147.0   ,            933.0   ,          11.0   ,               52.0   ,         28   ,                        795   ,                       77   ,         0.943   ,               61.6   ,                  7348   ,
2024-07-25 21:11:42 ,         184.0   ,            933.0   ,          11.0   ,               53.0   ,         45   ,                        795   ,                       77   ,         0.718   ,               60.6   ,                  7347   ,
2024-07-25 21:11:43 ,         195.0   ,            933.0   ,          11.0   ,               53.0   ,         40   ,                        795   ,                       77   ,         0.900   ,               60.6   ,                  7352   ,
2024-07-25 21:11:44 ,          75.0   ,            400.0   ,          11.0   ,               53.0   ,         42   ,                        795   ,                       77   ,         0.775   ,               60.0   ,                  7367   ,
2024-07-25 21:11:45 ,          39.0   ,            933.0   ,          11.0   ,               54.0   ,         41   ,                        795   ,                       77   ,         0.868   ,               60.8   ,                  7381   ,
2024-07-25 21:11:46 ,          29.0   ,            933.0   ,          11.0   ,               54.0   ,         39   ,                        795   ,                       77   ,         0.875   ,               60.8   ,                  7377   ,
2024-07-25 21:11:47 ,         148.0   ,            933.0   ,          11.0   ,               53.0   ,         26   ,                        784   ,                       77   ,         1.125   ,               61.6   ,                  7416   ,
2024-07-25 21:11:48 ,         184.0   ,            933.0   ,          11.0   ,               55.0   ,         25   ,                        784   ,                       77   ,         1.193   ,               70.8   ,                  7416   ,
2024-07-25 21:11:49 ,          72.0   ,            400.0   ,          11.0   ,               55.0   ,         25   ,                        784   ,                       77   ,         0.825   ,               69.3   ,                  7414   ,
2024-07-25 21:11:50 ,          39.0   ,            933.0   ,          11.0   ,               54.0   ,         26   ,                        784   ,                       77   ,         0.793   ,               67.6   ,                  7418   ,
2024-07-25 21:11:51 ,         151.0   ,            400.0   ,          11.0   ,               54.0   ,         27   ,                        795   ,                       77   ,         1.206   ,               66.3   ,                  7416   ,
2024-07-25 21:11:52 ,         185.0   ,            400.0   ,          11.0   ,               55.0   ,         42   ,                        795   ,                       77   ,         1.181   ,               65.5   ,                  7408   ,
2024-07-25 21:11:53 ,         195.0   ,            400.0   ,          11.0   ,               54.0   ,         41   ,                        795   ,                       77   ,         0.818   ,               64.5   ,                  7408   ,
2024-07-25 21:11:54 ,          75.0   ,            400.0   ,          11.0   ,               55.0   ,         42   ,                        795   ,                       77   ,         0.718   ,               63.5   ,                  7408   ,
2024-07-25 21:11:55 ,         162.0   ,            933.0   ,          11.0   ,               56.0   ,         42   ,                        795   ,                       77   ,         1.193   ,               62.9   ,                  7408   ,
2024-07-25 21:11:56 ,         188.0   ,            400.0   ,          11.0   ,               56.0   ,         39   ,                        795   ,                       77   ,         0.800   ,               62.0   ,                  7403   ,
2024-07-25 21:11:57 ,          73.0   ,            400.0   ,          11.0   ,               54.0   ,         25   ,                        784   ,                       77   ,         0.825   ,               61.4   ,                  7405   ,
2024-07-25 21:11:58 ,          39.0   ,            400.0   ,          11.0   ,               54.0   ,         25   ,                        784   ,                       77   ,         0.912   ,               61.6   ,                  7405   ,
2024-07-25 21:11:59 ,         151.0   ,            933.0   ,          11.0   ,               54.0   ,         26   ,                        784   ,                       77   ,         1.106   ,               70.8   ,                  7401   ,
2024-07-25 21:12:00 ,          62.0   ,            933.0   ,          11.0   ,               54.0   ,         25   ,                        784   ,                       77   ,         0.881   ,               69.1   ,                  7333   ,
2024-07-25 21:12:01 ,          36.0   ,            933.0   ,          11.0   ,               54.0   ,         25   ,                        784   ,                       77   ,         0.762   ,               67.6   ,                  7329   ,
2024-07-25 21:12:02 ,          28.0   ,            400.0   ,          11.0   ,               54.0   ,         25   ,                        784   ,                       77   ,         0.775   ,               66.0   ,                  7328   ,
2024-07-25 21:12:03 ,          25.0   ,            933.0   ,          11.0   ,               54.0   ,         25   ,                        784   ,                       77   ,         0.781   ,               64.5   ,                  7328   ,
2024-07-25 21:12:04 ,         147.0   ,            933.0   ,          11.0   ,               54.0   ,         26   ,                        784   ,                       77   ,         0.900   ,               63.1   ,                  7334   ,
2024-07-25 21:12:05 ,         184.0   ,            400.0   ,          11.0   ,               54.0   ,         26   ,                        784   ,                       77   ,         0.962   ,               62.5   ,                  7338   ,
2024-07-25 21:12:06 ,          72.0   ,            933.0   ,          11.0   ,               54.0   ,         25   ,                        784   ,                       77   ,         0.737   ,               61.6   ,                  7337   ,
2024-07-25 21:12:07 ,          39.0   ,            400.0   ,          11.0   ,               54.0   ,         26   ,                        784   ,                       77   ,         0.818   ,               60.9   ,                  7339   ,
2024-07-25 21:12:08 ,          29.0   ,            400.0   ,          11.0   ,               54.0   ,         30   ,                        795   ,                       77   ,         0.743   ,               60.3   ,                  7339   ,
2024-07-25 21:12:09 ,         148.0   ,            933.0   ,          11.0   ,               54.0   ,         44   ,                        795   ,                       77   ,         0.731   ,               59.5   ,                  7341   ,
2024-07-25 21:12:10 ,          61.0   ,            933.0   ,          11.0   ,               53.0   ,         40   ,                        795   ,                       77   ,         0.725   ,               59.3   ,                  7339   ,
2024-07-25 21:12:11 ,          35.0   ,            933.0   ,          11.0   ,               54.0   ,         42   ,                        795   ,                       77   ,         0.768   ,               59.3   ,                  7339   ,
2024-07-25 21:12:12 ,         150.0   ,            400.0   ,          11.0   ,               54.0   ,         42   ,                        795   ,                       77   ,         0.731   ,               59.1   ,                  7340   ,
2024-07-25 21:12:13 ,         184.0   ,            400.0   ,          11.0   ,               54.0   ,         38   ,                        795   ,                       77   ,         0.731   ,               59.0   ,                  7339   ,
2024-07-25 21:12:14 ,          72.0   ,            933.0   ,          11.0   ,               53.0   ,         26   ,                        784   ,                       77   ,         0.775   ,               58.8   ,                  7336   ,
2024-07-25 21:12:15 ,          39.0   ,            933.0   ,          11.0   ,               53.0   ,         25   ,                        784   ,                       77   ,         0.775   ,               58.6   ,                  7336   ,
2024-07-25 21:12:16 ,          29.0   ,            933.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       77   ,         0.831   ,               58.5   ,                  7336   ,
2024-07-25 21:12:17 ,         148.0   ,            400.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       77   ,         0.737   ,               58.5   ,                  7336   ,
2024-07-25 21:12:18 ,          61.0   ,            933.0   ,          11.0   ,               52.0   ,         26   ,                        784   ,                       77   ,         0.737   ,               58.5   ,                  7335   ,
2024-07-25 21:12:19 ,         158.0   ,            933.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       77   ,         1.018   ,               68.5   ,                  7324   ,
2024-07-25 21:12:20 ,          64.0   ,            400.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       77   ,         0.718   ,               67.0   ,                  7332   ,
2024-07-25 21:12:21 ,          36.0   ,            933.0   ,          11.0   ,               53.0   ,         25   ,                        784   ,                       77   ,         0.718   ,               65.4   ,                  7332   ,
2024-07-25 21:12:22 ,          28.0   ,            400.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       77   ,         0.718   ,               63.9   ,                  7331   ,
2024-07-25 21:12:23 ,          25.0   ,            400.0   ,          11.0   ,               52.0   ,         26   ,                        784   ,                       77   ,         0.718   ,               62.3   ,                  7327   ,
2024-07-25 21:12:24 ,          24.0   ,            400.0   ,          11.0   ,               52.0   ,         24   ,                        784   ,                       77   ,         0.718   ,               60.8   ,                  7327   ,
2024-07-25 21:12:25 ,          24.0   ,            933.0   ,          11.0   ,               52.0   ,         26   ,                        784   ,                       77   ,         0.718   ,               59.1   ,                  7328   ,
2024-07-25 21:12:26 ,          24.0   ,            933.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       77   ,         0.718   ,               57.8   ,                  7327   ,
2024-07-25 21:12:27 ,          24.0   ,            400.0   ,          11.0   ,               53.0   ,         25   ,                        784   ,                       77   ,         0.718   ,               56.6   ,                  7327   ,
2024-07-25 21:12:28 ,          24.0   ,            933.0   ,          11.0   ,               51.0   ,         30   ,                        795   ,                       77   ,         0.718   ,               55.8   ,                  7327   ,
2024-07-25 21:12:29 ,         147.0   ,            933.0   ,          11.0   ,               52.0   ,         42   ,                        795   ,                       77   ,         0.718   ,               55.8   ,                  7327   ,
2024-07-25 21:12:30 ,         184.0   ,            933.0   ,          11.0   ,               51.0   ,         42   ,                        795   ,                       77   ,         0.718   ,               55.6   ,                  7326   ,
2024-07-25 21:12:31 ,         195.0   ,           1200.0   ,          11.0   ,               52.0   ,         41   ,                        795   ,                       77   ,         0.918   ,               55.6   ,                  7325   ,
2024-07-25 21:12:32 ,          75.0   ,           1200.0   ,          11.0   ,               52.0   ,         41   ,                        795   ,                       77   ,         1.000   ,               55.6   ,                  7324   ,
2024-07-25 21:12:33 ,         535.0   ,           1200.0   ,          11.0   ,               52.0   ,         36   ,                        795   ,                       77   ,         0.918   ,               55.5   ,                  7322   ,
2024-07-25 21:12:34 ,         177.0   ,           1200.0   ,          11.0   ,               52.0   ,         26   ,                        784   ,                       77   ,         1.012   ,               55.1   ,                  7322   ,
2024-07-25 21:12:35 ,          70.0   ,           1200.0   ,          11.0   ,               52.0   ,         26   ,                        784   ,                       77   ,         1.012   ,               54.8   ,                  7322   ,
2024-07-25 21:12:36 ,          38.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       77   ,         1.012   ,               54.9   ,                  7321   ,
2024-07-25 21:12:37 ,          28.0   ,           1200.0   ,          11.0   ,               50.0   ,         25   ,                        784   ,                       77   ,         1.000   ,               54.8   ,                  7321   ,
2024-07-25 21:12:38 ,         521.0   ,           1200.0   ,          11.0   ,               51.0   ,         30   ,                        795   ,                       77   ,         0.925   ,               55.1   ,                  7319   ,
2024-07-25 21:12:39 ,         173.0   ,            400.0   ,          11.0   ,               51.0   ,         42   ,                        795   ,                       77   ,         1.025   ,               55.0   ,                  7319   ,
2024-07-25 21:12:40 ,          69.0   ,            400.0   ,          11.0   ,               51.0   ,         41   ,                        795   ,                       52   ,         1.025   ,               55.3   ,                  7318   ,
2024-07-25 21:12:41 ,         533.0   ,           1200.0   ,          11.0   ,               53.0   ,         48   ,                        795   ,                       52   ,         0.912   ,               55.8   ,                  7314   ,
2024-07-25 21:12:42 ,         177.0   ,            400.0   ,          11.0   ,               51.0   ,         43   ,                        795   ,                       52   ,         1.025   ,               55.3   ,                  7319   ,
2024-07-25 21:12:43 ,          70.0   ,            400.0   ,          11.0   ,               51.0   ,         36   ,                        795   ,                       52   ,         1.062   ,               55.4   ,                  7318   ,
2024-07-25 21:12:44 ,          38.0   ,            400.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       52   ,         1.062   ,               55.0   ,                  7318   ,
2024-07-25 21:12:45 ,         524.0   ,           1200.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       52   ,         0.837   ,               54.9   ,                  7317   ,
2024-07-25 21:12:46 ,         174.0   ,            400.0   ,          11.0   ,               50.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               54.8   ,                  7317   ,
2024-07-25 21:12:47 ,          69.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               54.9   ,                  7312   ,
2024-07-25 21:12:48 ,          38.0   ,           1200.0   ,          11.0   ,               51.0   ,         27   ,                        795   ,                       52   ,         1.000   ,               55.1   ,                  7313   ,
2024-07-25 21:12:49 ,          42.0   ,           1200.0   ,          11.0   ,               52.0   ,         43   ,                        795   ,                       52   ,         0.906   ,               55.6   ,                  7271   ,
2024-07-25 21:12:50 ,         525.0   ,           1200.0   ,          11.0   ,               52.0   ,         43   ,                        795   ,                       52   ,         0.906   ,               55.6   ,                  7260   ,
2024-07-25 21:12:51 ,         670.0   ,           1200.0   ,          11.0   ,               52.0   ,         44   ,                        795   ,                       52   ,         0.793   ,               55.8   ,                  7264   ,
2024-07-25 21:12:52 ,         513.0   ,           1200.0   ,          11.0   ,               53.0   ,         42   ,                        795   ,                       52   ,         0.793   ,               55.6   ,                  7265   ,
2024-07-25 21:12:53 ,         185.0   ,           1200.0   ,          11.0   ,               51.0   ,         40   ,                        795   ,                       52   ,         1.025   ,               55.8   ,                  7270   ,
2024-07-25 21:12:54 ,          72.0   ,            400.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               55.4   ,                  7273   ,
2024-07-25 21:12:55 ,          39.0   ,            400.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.062   ,               55.3   ,                  7274   ,
2024-07-25 21:12:56 ,          29.0   ,            400.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       52   ,         1.018   ,               55.3   ,                  7274   ,
2024-07-25 21:12:57 ,         521.0   ,           1200.0   ,          11.0   ,               51.0   ,         25   ,                        784   ,                       52   ,         0.912   ,               55.3   ,                  7275   ,
2024-07-25 21:12:58 ,         187.0   ,           1200.0   ,          11.0   ,               53.0   ,         27   ,                        795   ,                       52   ,         1.025   ,               55.4   ,                  7277   ,
2024-07-25 21:12:59 ,          87.0   ,           1200.0   ,          11.0   ,               53.0   ,         41   ,                        795   ,                       52   ,         0.887   ,               55.6   ,                  7278   ,
2024-07-25 21:13:00 ,          43.0   ,            400.0   ,          11.0   ,               53.0   ,         41   ,                        795   ,                       52   ,         1.025   ,               55.6   ,                  7279   ,
2024-07-25 21:13:01 ,          30.0   ,           1200.0   ,          11.0   ,               52.0   ,         41   ,                        795   ,                       52   ,         0.925   ,               56.0   ,                  7279   ,
2024-07-25 21:13:02 ,          41.0   ,           1200.0   ,          11.0   ,               52.0   ,         42   ,                        795   ,                       52   ,         0.887   ,               55.8   ,                  7280   ,
2024-07-25 21:13:03 ,          29.0   ,           1200.0   ,          11.0   ,               53.0   ,         39   ,                        795   ,                       52   ,         1.006   ,               55.9   ,                  7282   ,
2024-07-25 21:13:04 ,          26.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.018   ,               55.5   ,                  7282   ,
2024-07-25 21:13:05 ,          25.0   ,           1200.0   ,          11.0   ,               52.0   ,         24   ,                        784   ,                       52   ,         1.025   ,               55.5   ,                  7281   ,
2024-07-25 21:13:06 ,          24.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               55.5   ,                  7281   ,
2024-07-25 21:13:07 ,          24.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.018   ,               55.5   ,                  7281   ,
2024-07-25 21:13:08 ,         147.0   ,           1200.0   ,          11.0   ,               52.0   ,         27   ,                        801   ,                       52   ,         0.918   ,               55.5   ,                  7283   ,
2024-07-25 21:13:09 ,         557.0   ,           1200.0   ,          11.0   ,               52.0   ,         42   ,                        801   ,                       52   ,         0.793   ,               56.0   ,                  7283   ,
2024-07-25 21:13:10 ,         184.0   ,            400.0   ,          11.0   ,               53.0   ,         42   ,                        801   ,                       52   ,         1.025   ,               56.0   ,                  7282   ,
2024-07-25 21:13:11 ,          72.0   ,            400.0   ,          11.0   ,               52.0   ,         41   ,                        801   ,                       52   ,         1.025   ,               56.0   ,                  7279   ,
2024-07-25 21:13:12 ,          39.0   ,            400.0   ,          11.0   ,               52.0   ,         41   ,                        801   ,                       52   ,         1.025   ,               56.3   ,                  7280   ,
2024-07-25 21:13:13 ,          29.0   ,            400.0   ,          11.0   ,               53.0   ,         40   ,                        801   ,                       52   ,         1.025   ,               56.3   ,                  7279   ,
2024-07-25 21:13:14 ,          26.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.018   ,               56.0   ,                  7279   ,
2024-07-25 21:13:15 ,          25.0   ,           1200.0   ,          11.0   ,               51.0   ,         26   ,                        784   ,                       52   ,         1.018   ,               55.8   ,                  7278   ,
2024-07-25 21:13:16 ,         520.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         0.806   ,               55.6   ,                  7278   ,
2024-07-25 21:13:17 ,         187.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               55.8   ,                  7278   ,
2024-07-25 21:13:18 ,          73.0   ,           1200.0   ,          11.0   ,               52.0   ,         27   ,                        794   ,                       52   ,         1.012   ,               55.6   ,                  7278   ,
2024-07-25 21:13:19 ,         161.0   ,           1200.0   ,          11.0   ,               52.0   ,         42   ,                        794   ,                       52   ,         0.925   ,               56.1   ,                  7278   ,
2024-07-25 21:13:20 ,          79.0   ,           1200.0   ,          11.0   ,               53.0   ,         42   ,                        794   ,                       52   ,         0.925   ,               56.1   ,                  7277   ,
2024-07-25 21:13:21 ,         536.0   ,           1200.0   ,          11.0   ,               53.0   ,         42   ,                        794   ,                       52   ,         0.787   ,               56.1   ,                  7277   ,
2024-07-25 21:13:22 ,         178.0   ,           1200.0   ,          11.0   ,               53.0   ,         42   ,                        794   ,                       52   ,         1.062   ,               56.3   ,                  7275   ,
2024-07-25 21:13:23 ,          70.0   ,            400.0   ,          11.0   ,               52.0   ,         41   ,                        794   ,                       52   ,         1.025   ,               56.4   ,                  7275   ,
2024-07-25 21:13:24 ,          38.0   ,            400.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.062   ,               56.0   ,                  7274   ,
2024-07-25 21:13:25 ,          28.0   ,            400.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.062   ,               55.8   ,                  7274   ,
2024-07-25 21:13:26 ,          25.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.000   ,               55.8   ,                  7274   ,
2024-07-25 21:13:27 ,          38.0   ,           1200.0   ,          11.0   ,               53.0   ,         26   ,                        784   ,                       52   ,         0.862   ,               55.8   ,                  7274   ,
2024-07-25 21:13:28 ,          28.0   ,           1200.0   ,          11.0   ,               53.0   ,         25   ,                        784   ,                       52   ,         1.062   ,               55.6   ,                  7274   ,
2024-07-25 21:13:29 ,          25.0   ,            400.0   ,         108.0   ,               52.0   ,         42   ,                        794   ,                       52   ,         1.025   ,               56.3   ,                  7274   ,
2024-07-25 21:13:30 ,         147.0   ,           1200.0   ,          40.0   ,               53.0   ,         42   ,                        794   ,                       52   ,         0.925   ,               56.3   ,                  7274   ,
2024-07-25 21:13:31 ,          76.0   ,           1200.0   ,          20.0   ,               54.0   ,         41   ,                        794   ,                       52   ,         0.912   ,               56.4   ,                  7273   ,
2024-07-25 21:13:32 ,          40.0   ,            400.0   ,          14.0   ,               53.0   ,         44   ,                        794   ,                       52   ,         1.025   ,               56.4   ,                  7273   ,
2024-07-25 21:13:33 ,          29.0   ,            400.0   ,          12.0   ,               53.0   ,         42   ,                        794   ,                       52   ,         1.000   ,               56.4   ,                  7273   ,
2024-07-25 21:13:34 ,          26.0   ,            400.0   ,          11.0   ,               52.0   ,         26   ,                        784   ,                       52   ,         1.025   ,               56.1   ,                  7273   ,
2024-07-25 21:13:35 ,          39.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         0.862   ,               56.0   ,                  7273   ,
2024-07-25 21:13:36 ,          43.0   ,           1200.0   ,          11.0   ,               53.0   ,         24   ,                        784   ,                       52   ,         0.881   ,               56.0   ,                  7273   ,
2024-07-25 21:13:37 ,          30.0   ,           1200.0   ,          11.0   ,               54.0   ,         25   ,                        784   ,                       52   ,         1.012   ,               56.0   ,                  7272   ,
2024-07-25 21:13:38 ,          26.0   ,           1200.0   ,         482.0   ,               52.0   ,         26   ,                        784   ,                       52   ,         1.025   ,               56.5   ,                  7246   ,
2024-07-25 21:13:39 ,          25.0   ,            933.0   ,         624.0   ,               53.0   ,         42   ,                        795   ,                       52   ,         1.062   ,               56.4   ,                  7260   ,
2024-07-25 21:13:40 ,          24.0   ,            933.0   ,         666.0   ,               53.0   ,         45   ,                        795   ,                       52   ,         1.025   ,               56.3   ,                  7260   ,
2024-07-25 21:13:41 ,         520.0   ,           1200.0   ,         679.0   ,               53.0   ,         43   ,                        795   ,                       52   ,         0.868   ,               56.9   ,                  7256   ,
2024-07-25 21:13:42 ,         661.0   ,           1200.0   ,         483.0   ,               53.0   ,         43   ,                        795   ,                       52   ,         0.856   ,               56.8   ,                  7253   ,
2024-07-25 21:13:43 ,         711.0   ,           1200.0   ,         153.0   ,               54.0   ,         44   ,                        795   ,                       52   ,         0.925   ,               56.9   ,                  7250   ,
2024-07-25 21:13:44 ,         232.0   ,           1200.0   ,         325.0   ,               53.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               56.5   ,                  7242   ,
2024-07-25 21:13:45 ,          87.0   ,           1200.0   ,         377.0   ,               52.0   ,         26   ,                        784   ,                       52   ,         1.000   ,               56.3   ,                  7243   ,
2024-07-25 21:13:46 ,          57.0   ,           1200.0   ,         121.0   ,               52.0   ,         26   ,                        784   ,                       52   ,         0.900   ,               56.3   ,                  7243   ,
2024-07-25 21:13:47 ,          34.0   ,            400.0   ,          44.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               56.3   ,                  7243   ,
2024-07-25 21:13:48 ,         150.0   ,           1200.0   ,          21.0   ,               52.0   ,         26   ,                        784   ,                       52   ,         0.818   ,               56.1   ,                  7225   ,
2024-07-25 21:13:49 ,          62.0   ,            933.0   ,          14.0   ,               53.0   ,         41   ,                        801   ,                       52   ,         1.018   ,               56.6   ,                  7226   ,
2024-07-25 21:13:50 ,          36.0   ,           1200.0   ,          12.0   ,               54.0   ,         42   ,                        801   ,                       52   ,         1.025   ,               57.0   ,                  7183   ,
2024-07-25 21:13:51 ,          28.0   ,           1200.0   ,          11.0   ,               54.0   ,         41   ,                        801   ,                       52   ,         1.018   ,               56.8   ,                  7187   ,
2024-07-25 21:13:52 ,          25.0   ,            400.0   ,          11.0   ,               53.0   ,         42   ,                        801   ,                       52   ,         1.018   ,               56.8   ,                  7188   ,
2024-07-25 21:13:53 ,         147.0   ,           1200.0   ,          11.0   ,               53.0   ,         42   ,                        801   ,                       52   ,         0.925   ,               56.8   ,                  7188   ,
2024-07-25 21:13:54 ,         557.0   ,           1200.0   ,          11.0   ,               54.0   ,         26   ,                        784   ,                       52   ,         0.800   ,               56.5   ,                  7187   ,
