        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCN Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-07-26 06:08:15 ,         436.0   ,           1200.0   ,          11.0   ,               72.0   ,         99   ,                       1829   ,                      768   ,         0.775   ,               78.9   ,                  9480   ,
2024-07-26 06:08:16 ,         424.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1835   ,                      738   ,         0.768   ,               78.9   ,                  9515   ,
2024-07-26 06:08:17 ,         449.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1834   ,                      746   ,         0.775   ,               78.9   ,                  9513   ,
2024-07-26 06:08:18 ,         457.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1836   ,                      751   ,         0.775   ,               78.9   ,                  9530   ,
2024-07-26 06:08:19 ,         441.0   ,           1200.0   ,          11.0   ,               72.0   ,         99   ,                       1844   ,                      757   ,         0.768   ,               78.9   ,                  9510   ,
2024-07-26 06:08:20 ,         421.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1876   ,                      756   ,         0.768   ,               78.9   ,                  9438   ,
2024-07-26 06:08:21 ,         401.0   ,           1200.0   ,          11.0   ,               72.0   ,         97   ,                       1852   ,                      754   ,         0.768   ,               78.9   ,                  9463   ,
2024-07-26 06:08:22 ,         409.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1844   ,                      745   ,         0.762   ,               78.9   ,                  9484   ,
2024-07-26 06:08:23 ,         393.0   ,           1200.0   ,          11.0   ,               72.0   ,         99   ,                       1867   ,                      766   ,         0.756   ,               78.9   ,                  9516   ,
2024-07-26 06:08:24 ,         402.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1834   ,                      740   ,         0.762   ,               78.9   ,                  9519   ,
2024-07-26 06:08:25 ,         400.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1844   ,                      754   ,         0.762   ,               78.9   ,                  9500   ,
2024-07-26 06:08:26 ,         399.0   ,           1200.0   ,          11.0   ,               72.0   ,         97   ,                       1834   ,                      739   ,         0.762   ,               78.9   ,                  9491   ,
2024-07-26 06:08:27 ,         399.0   ,           1200.0   ,          11.0   ,               72.0   ,        100   ,                       1835   ,                      740   ,         0.762   ,               78.9   ,                  9477   ,
2024-07-26 06:08:28 ,         399.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1830   ,                      737   ,         0.762   ,               78.9   ,                  9457   ,
2024-07-26 06:08:29 ,         403.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1830   ,                      737   ,         0.762   ,               78.9   ,                  9429   ,
2024-07-26 06:08:30 ,         405.0   ,           1200.0   ,          11.0   ,               73.0   ,         97   ,                       1834   ,                      741   ,         0.768   ,               78.9   ,                  9438   ,
2024-07-26 06:08:31 ,         405.0   ,           1200.0   ,          11.0   ,               72.0   ,        100   ,                       1836   ,                      741   ,         0.762   ,               78.9   ,                  9430   ,
2024-07-26 06:08:32 ,         383.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1831   ,                      752   ,         0.756   ,               78.9   ,                  9425   ,
2024-07-26 06:08:33 ,         365.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1834   ,                      750   ,         0.756   ,               78.9   ,                  9413   ,
2024-07-26 06:08:34 ,         360.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1833   ,                      740   ,         0.750   ,               78.9   ,                  9402   ,
2024-07-26 06:08:35 ,         348.0   ,           1200.0   ,          11.0   ,               72.0   ,         99   ,                       1834   ,                      739   ,         0.743   ,               78.9   ,                  9410   ,
2024-07-26 06:08:36 ,         359.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1834   ,                      749   ,         0.756   ,               78.9   ,                  9397   ,
2024-07-26 06:08:37 ,         366.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1834   ,                      737   ,         0.762   ,               78.9   ,                  9402   ,
2024-07-26 06:08:38 ,         364.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1830   ,                      739   ,         0.756   ,               78.9   ,                  9412   ,
2024-07-26 06:08:39 ,         393.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      739   ,         0.768   ,               78.9   ,                  9410   ,
2024-07-26 06:08:40 ,         402.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1831   ,                      739   ,         0.762   ,               78.9   ,                  9421   ,
2024-07-26 06:08:41 ,         400.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1840   ,                      748   ,         0.768   ,               78.9   ,                  9417   ,
2024-07-26 06:08:42 ,         395.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1830   ,                      737   ,         0.756   ,               78.9   ,                  9439   ,
2024-07-26 06:08:43 ,         402.0   ,           1200.0   ,          11.0   ,               74.0   ,         98   ,                       1830   ,                      735   ,         0.768   ,               78.9   ,                  9442   ,
2024-07-26 06:08:44 ,         395.0   ,           1200.0   ,          11.0   ,               72.0   ,         97   ,                       1834   ,                      735   ,         0.762   ,               78.9   ,                  9460   ,
2024-07-26 06:08:45 ,         412.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1833   ,                      735   ,         0.775   ,               78.9   ,                  9454   ,
2024-07-26 06:08:46 ,         417.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1833   ,                      734   ,         0.768   ,               78.9   ,                  9453   ,
2024-07-26 06:08:47 ,         424.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      734   ,         0.775   ,               78.9   ,                  9427   ,
2024-07-26 06:08:48 ,         421.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1832   ,                      734   ,         0.775   ,               78.9   ,                  9427   ,
2024-07-26 06:08:49 ,         425.0   ,           1200.0   ,          11.0   ,               72.0   ,         97   ,                       1832   ,                      734   ,         0.762   ,               78.9   ,                  9424   ,
2024-07-26 06:08:50 ,         425.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1832   ,                      734   ,         0.775   ,               78.9   ,                  9429   ,
2024-07-26 06:08:51 ,         442.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1832   ,                      736   ,         0.768   ,               78.9   ,                  9417   ,
2024-07-26 06:08:52 ,         421.0   ,           1200.0   ,          11.0   ,               72.0   ,         99   ,                       1832   ,                      739   ,         0.768   ,               78.9   ,                  9465   ,
2024-07-26 06:08:53 ,         410.0   ,           1200.0   ,          11.0   ,               74.0   ,         98   ,                       1832   ,                      736   ,         0.768   ,               78.9   ,                  9476   ,
2024-07-26 06:08:54 ,         412.0   ,           1200.0   ,          11.0   ,               73.0   ,         97   ,                       1832   ,                      736   ,         0.762   ,               78.9   ,                  9517   ,
2024-07-26 06:08:55 ,         412.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1832   ,                      734   ,         0.762   ,               78.9   ,                  9551   ,
2024-07-26 06:08:56 ,         417.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1832   ,                      734   ,         0.775   ,               78.9   ,                  9571   ,
2024-07-26 06:08:57 ,         414.0   ,           1200.0   ,          11.0   ,               72.0   ,        100   ,                       1832   ,                      734   ,         0.768   ,               78.9   ,                  9553   ,
2024-07-26 06:08:58 ,         418.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1838   ,                      736   ,         0.768   ,               78.9   ,                  9564   ,
2024-07-26 06:08:59 ,         405.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1834   ,                      749   ,         0.762   ,               78.9   ,                  9603   ,
2024-07-26 06:09:00 ,         421.0   ,           1200.0   ,          11.0   ,               72.0   ,         99   ,                       1834   ,                      740   ,         0.775   ,               78.9   ,                  9532   ,
2024-07-26 06:09:01 ,         397.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1834   ,                      741   ,         0.768   ,               78.9   ,                  9507   ,
2024-07-26 06:09:02 ,         394.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1832   ,                      741   ,         0.756   ,               78.9   ,                  9469   ,
2024-07-26 06:09:03 ,         412.0   ,           1200.0   ,          11.0   ,               72.0   ,         99   ,                       1831   ,                      740   ,         0.768   ,               78.9   ,                  9486   ,
2024-07-26 06:09:04 ,         438.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1833   ,                      739   ,         0.775   ,               78.9   ,                  9483   ,
2024-07-26 06:09:05 ,         430.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1834   ,                      739   ,         0.768   ,               78.9   ,                  9486   ,
2024-07-26 06:09:06 ,         422.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1840   ,                      746   ,         0.768   ,               78.9   ,                  9504   ,
2024-07-26 06:09:07 ,         415.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      745   ,         0.768   ,               78.9   ,                  9508   ,
2024-07-26 06:09:08 ,         433.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      746   ,         0.775   ,               78.9   ,                  9498   ,
2024-07-26 06:09:09 ,         392.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      744   ,         0.762   ,               78.9   ,                  9520   ,
2024-07-26 06:09:10 ,         397.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1834   ,                      744   ,         0.768   ,               78.9   ,                  9512   ,
2024-07-26 06:09:11 ,         381.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1835   ,                      749   ,         0.762   ,               78.9   ,                  9554   ,
2024-07-26 06:09:12 ,         408.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1839   ,                      751   ,         0.775   ,               78.9   ,                  9533   ,
2024-07-26 06:09:13 ,         406.0   ,           1200.0   ,          11.0   ,               74.0   ,         99   ,                       1832   ,                      743   ,         0.762   ,               78.9   ,                  9569   ,
2024-07-26 06:09:14 ,         415.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      754   ,         0.775   ,               78.9   ,                  9527   ,
2024-07-26 06:09:15 ,         433.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1829   ,                      753   ,         0.762   ,               78.9   ,                  9518   ,
2024-07-26 06:09:16 ,         439.0   ,           1200.0   ,          11.0   ,               74.0   ,         99   ,                       1833   ,                      743   ,         0.762   ,               78.9   ,                  9494   ,
2024-07-26 06:09:17 ,         441.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1832   ,                      742   ,         0.775   ,               78.9   ,                  9483   ,
2024-07-26 06:09:18 ,         416.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1831   ,                      742   ,         0.762   ,               78.9   ,                  9465   ,
2024-07-26 06:09:19 ,         429.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1831   ,                      741   ,         0.775   ,               78.9   ,                  9466   ,
2024-07-26 06:09:20 ,         433.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1833   ,                      754   ,         0.768   ,               78.9   ,                  9467   ,
2024-07-26 06:09:21 ,         434.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1831   ,                      744   ,         0.768   ,               78.9   ,                  9478   ,
2024-07-26 06:09:22 ,         434.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1836   ,                      742   ,         0.768   ,               78.9   ,                  9473   ,
2024-07-26 06:09:23 ,         424.0   ,           1200.0   ,          11.0   ,               72.0   ,         99   ,                       1833   ,                      749   ,         0.775   ,               78.9   ,                  9476   ,
2024-07-26 06:09:24 ,         436.0   ,           1200.0   ,          11.0   ,               74.0   ,         99   ,                       1834   ,                      749   ,         0.762   ,               78.9   ,                  9470   ,
2024-07-26 06:09:25 ,         440.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1831   ,                      746   ,         0.775   ,               78.9   ,                  9466   ,
2024-07-26 06:09:26 ,         454.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      745   ,         0.775   ,               78.9   ,                  9450   ,
2024-07-26 06:09:27 ,         425.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1833   ,                      739   ,         0.768   ,               78.9   ,                  9445   ,
2024-07-26 06:09:28 ,         431.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      738   ,         0.775   ,               78.9   ,                  9439   ,
2024-07-26 06:09:29 ,         433.0   ,           1200.0   ,          11.0   ,               74.0   ,         99   ,                       1833   ,                      737   ,         0.775   ,               79.0   ,                  9446   ,
2024-07-26 06:09:30 ,         429.0   ,           1200.0   ,          11.0   ,               72.0   ,         98   ,                       1828   ,                      738   ,         0.768   ,               79.0   ,                  9449   ,
2024-07-26 06:09:31 ,         422.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1828   ,                      740   ,         0.768   ,               79.0   ,                  9459   ,
2024-07-26 06:09:32 ,         410.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      738   ,         0.762   ,               79.0   ,                  9498   ,
2024-07-26 06:09:33 ,         437.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1832   ,                      737   ,         0.768   ,               79.0   ,                  9503   ,
2024-07-26 06:09:34 ,         464.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1832   ,                      735   ,         0.775   ,               79.0   ,                  9497   ,
2024-07-26 06:09:35 ,         459.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1832   ,                      736   ,         0.775   ,               79.0   ,                  9477   ,
2024-07-26 06:09:36 ,         432.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1828   ,                      739   ,         0.775   ,               79.0   ,                  9473   ,
2024-07-26 06:09:37 ,         438.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1828   ,                      741   ,         0.775   ,               79.0   ,                  9474   ,
2024-07-26 06:09:38 ,         454.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1828   ,                      736   ,         0.781   ,               79.0   ,                  9466   ,
2024-07-26 06:09:39 ,         435.0   ,           1200.0   ,          11.0   ,               74.0   ,         98   ,                       1828   ,                      735   ,         0.768   ,               79.0   ,                  9456   ,
2024-07-26 06:09:40 ,         469.0   ,           1067.0   ,          11.0   ,               73.0   ,         99   ,                       1828   ,                      735   ,         0.775   ,               79.0   ,                  9456   ,
2024-07-26 06:09:41 ,         450.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      749   ,         0.775   ,               79.0   ,                  9468   ,
2024-07-26 06:09:42 ,         457.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1832   ,                      741   ,         0.775   ,               79.0   ,                  9469   ,
2024-07-26 06:09:43 ,         465.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1832   ,                      733   ,         0.775   ,               79.0   ,                  9477   ,
2024-07-26 06:09:44 ,         462.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1833   ,                      734   ,         0.768   ,               79.0   ,                  9476   ,
2024-07-26 06:09:45 ,         471.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      735   ,         0.781   ,               79.0   ,                  9473   ,
2024-07-26 06:09:46 ,         480.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1833   ,                      735   ,         0.768   ,               79.0   ,                  9480   ,
2024-07-26 06:09:47 ,         511.0   ,           1200.0   ,          11.0   ,               73.0   ,         70   ,                       1829   ,                      746   ,         0.787   ,               79.3   ,                  9492   ,
2024-07-26 06:09:48 ,         475.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1829   ,                      747   ,         0.775   ,               79.3   ,                  9497   ,
2024-07-26 06:09:49 ,         470.0   ,           1200.0   ,          11.0   ,               73.0   ,        100   ,                       1829   ,                      747   ,         0.768   ,               79.1   ,                  9499   ,
2024-07-26 06:09:50 ,         469.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1829   ,                      746   ,         0.768   ,               79.1   ,                  9503   ,
2024-07-26 06:09:51 ,         468.0   ,           1200.0   ,          11.0   ,               73.0   ,         97   ,                       1829   ,                      747   ,         0.775   ,               79.1   ,                  9515   ,
2024-07-26 06:09:52 ,         455.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1829   ,                      746   ,         0.775   ,               79.0   ,                  9522   ,
2024-07-26 06:09:53 ,         453.0   ,           1200.0   ,         482.0   ,               73.0   ,         99   ,                       1829   ,                      748   ,         0.768   ,               79.0   ,                  9512   ,
2024-07-26 06:09:54 ,         464.0   ,           1200.0   ,         624.0   ,               73.0   ,         99   ,                       1829   ,                      747   ,         0.768   ,               79.0   ,                  9509   ,
2024-07-26 06:09:55 ,         472.0   ,           1200.0   ,         195.0   ,               73.0   ,         98   ,                       1829   ,                      746   ,         0.768   ,               79.0   ,                  9508   ,
2024-07-26 06:09:56 ,         469.0   ,           1200.0   ,          66.0   ,               73.0   ,         99   ,                       1829   ,                      746   ,         0.775   ,               79.0   ,                  9506   ,
2024-07-26 06:09:57 ,         450.0   ,           1200.0   ,          28.0   ,               73.0   ,         99   ,                       1829   ,                      746   ,         0.768   ,               79.0   ,                  9506   ,
2024-07-26 06:09:58 ,         454.0   ,           1200.0   ,          16.0   ,               74.0   ,         97   ,                       1829   ,                      747   ,         0.775   ,               79.0   ,                  9503   ,
2024-07-26 06:09:59 ,         469.0   ,           1200.0   ,          13.0   ,               73.0   ,        100   ,                       1829   ,                      746   ,         0.768   ,               79.0   ,                  9505   ,
2024-07-26 06:10:00 ,         468.0   ,           1200.0   ,          12.0   ,               73.0   ,         99   ,                       1829   ,                      747   ,         0.781   ,               79.0   ,                  9505   ,
2024-07-26 06:10:01 ,         473.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1829   ,                      747   ,         0.781   ,               79.0   ,                  9507   ,
2024-07-26 06:10:02 ,         441.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1829   ,                      747   ,         0.762   ,               79.0   ,                  9499   ,
2024-07-26 06:10:03 ,         465.0   ,           1200.0   ,          11.0   ,               74.0   ,         99   ,                       1829   ,                      746   ,         0.775   ,               79.0   ,                  9510   ,
2024-07-26 06:10:04 ,         465.0   ,           1200.0   ,          11.0   ,               74.0   ,         97   ,                       1829   ,                      747   ,         0.775   ,               79.0   ,                  9511   ,
2024-07-26 06:10:05 ,         478.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1829   ,                      747   ,         0.781   ,               79.0   ,                  9513   ,
2024-07-26 06:10:06 ,         471.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1829   ,                      746   ,         0.775   ,               79.0   ,                  9513   ,
2024-07-26 06:10:07 ,         463.0   ,           1200.0   ,          11.0   ,               73.0   ,         97   ,                       1829   ,                      746   ,         0.781   ,               79.0   ,                  9514   ,
2024-07-26 06:10:08 ,         467.0   ,           1200.0   ,          11.0   ,               74.0   ,        100   ,                       1829   ,                      747   ,         0.775   ,               79.0   ,                  9516   ,
2024-07-26 06:10:09 ,         468.0   ,           1200.0   ,          11.0   ,               74.0   ,         99   ,                       1829   ,                      748   ,         0.768   ,               79.0   ,                  9520   ,
2024-07-26 06:10:10 ,         455.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1829   ,                      746   ,         0.775   ,               79.0   ,                  9528   ,
2024-07-26 06:10:11 ,         470.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1829   ,                      747   ,         0.768   ,               79.0   ,                  9527   ,
2024-07-26 06:10:12 ,         463.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1829   ,                      746   ,         0.775   ,               79.0   ,                  9529   ,
2024-07-26 06:10:13 ,         461.0   ,           1200.0   ,          11.0   ,               74.0   ,         98   ,                       1829   ,                      746   ,         0.775   ,               79.0   ,                  9535   ,
2024-07-26 06:10:14 ,         471.0   ,           1200.0   ,          11.0   ,               73.0   ,        100   ,                       1835   ,                      746   ,         0.775   ,               79.0   ,                  9534   ,
2024-07-26 06:10:15 ,         474.0   ,           1200.0   ,          11.0   ,               74.0   ,         91   ,                       1834   ,                      596   ,         0.775   ,               78.9   ,                  9506   ,
2024-07-26 06:10:16 ,         159.0   ,           1200.0   ,          11.0   ,               71.0   ,          7   ,                       1480   ,                      594   ,         0.968   ,               89.8   ,                  9329   ,
2024-07-26 06:10:17 ,          65.0   ,           1200.0   ,          11.0   ,               70.0   ,         66   ,                       1635   ,                      602   ,         0.875   ,               88.1   ,                  9350   ,
2024-07-26 06:10:18 ,         352.0   ,           1200.0   ,          11.0   ,               73.0   ,         97   ,                       1635   ,                      582   ,         0.775   ,               86.6   ,                  9352   ,
2024-07-26 06:10:19 ,         438.0   ,           1200.0   ,          11.0   ,               73.0   ,         97   ,                       1635   ,                      582   ,         0.781   ,               85.0   ,                  9291   ,
2024-07-26 06:10:20 ,         435.0   ,           1200.0   ,          11.0   ,               73.0   ,        100   ,                       1635   ,                      582   ,         0.768   ,               83.5   ,                  9310   ,
2024-07-26 06:10:21 ,         486.0   ,           1200.0   ,          11.0   ,               73.0   ,         97   ,                       1635   ,                      582   ,         0.787   ,               82.0   ,                  9311   ,
2024-07-26 06:10:22 ,         490.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1635   ,                      582   ,         0.775   ,               80.4   ,                  9327   ,
2024-07-26 06:10:23 ,         480.0   ,           1200.0   ,          11.0   ,               73.0   ,         99   ,                       1636   ,                      582   ,         0.768   ,               79.5   ,                  9297   ,
2024-07-26 06:10:24 ,         493.0   ,           1200.0   ,          11.0   ,               73.0   ,         97   ,                       1636   ,                      582   ,         0.775   ,               79.4   ,                  9285   ,
2024-07-26 06:10:25 ,         492.0   ,           1200.0   ,          11.0   ,               73.0   ,         90   ,                       1636   ,                      582   ,         0.775   ,               79.3   ,                  9290   ,
2024-07-26 06:10:26 ,         165.0   ,           1200.0   ,          11.0   ,               70.0   ,         77   ,                       1636   ,                      582   ,         1.037   ,               79.4   ,                  9274   ,
2024-07-26 06:10:27 ,         393.0   ,           1200.0   ,          11.0   ,               73.0   ,         60   ,                       1636   ,                      582   ,         0.781   ,               79.3   ,                  9275   ,
2024-07-26 06:10:28 ,         135.0   ,           1200.0   ,          11.0   ,               71.0   ,         26   ,                       1636   ,                      582   ,         0.887   ,               79.3   ,                  9276   ,
2024-07-26 06:10:29 ,         180.0   ,           1200.0   ,          11.0   ,               70.0   ,         26   ,                       1636   ,                      582   ,         1.006   ,               79.6   ,                  9292   ,
2024-07-26 06:10:30 ,          84.0   ,           1200.0   ,          11.0   ,               71.0   ,         26   ,                       1636   ,                      582   ,         0.993   ,               79.1   ,                  9261   ,
2024-07-26 06:10:31 ,          42.0   ,           1200.0   ,          11.0   ,               71.0   ,         25   ,                       1636   ,                      582   ,         0.987   ,               78.9   ,                  9217   ,
2024-07-26 06:10:32 ,          30.0   ,           1200.0   ,          11.0   ,               71.0   ,         26   ,                       1636   ,                      582   ,         0.993   ,               78.5   ,                  9203   ,
2024-07-26 06:10:33 ,          39.0   ,           1200.0   ,          11.0   ,               71.0   ,         26   ,                       1636   ,                      582   ,         0.912   ,               78.6   ,                  9171   ,
2024-07-26 06:10:34 ,          29.0   ,           1200.0   ,          11.0   ,               71.0   ,         27   ,                       1636   ,                      582   ,         1.018   ,               80.1   ,                  9188   ,
2024-07-26 06:10:35 ,          26.0   ,           1200.0   ,          11.0   ,               70.0   ,         73   ,                       1636   ,                      582   ,         0.962   ,               80.3   ,                  9182   ,
2024-07-26 06:10:36 ,         296.0   ,           1200.0   ,          11.0   ,               73.0   ,         94   ,                       1636   ,                      582   ,         0.775   ,               80.1   ,                  9164   ,
2024-07-26 06:10:37 ,         368.0   ,           1200.0   ,          11.0   ,               72.0   ,         97   ,                       1636   ,                      582   ,         0.762   ,               79.9   ,                  9161   ,
2024-07-26 06:10:38 ,         385.0   ,           1200.0   ,          11.0   ,               72.0   ,        100   ,                       1644   ,                      582   ,         0.768   ,               79.8   ,                  9167   ,
2024-07-26 06:10:39 ,         399.0   ,           1200.0   ,          11.0   ,               73.0   ,         98   ,                       1644   ,                      582   ,         0.762   ,               79.8   ,                  9171   ,
2024-07-26 06:10:40 ,         137.0   ,           1200.0   ,          11.0   ,               71.0   ,         49   ,                       1708   ,                      632   ,         0.937   ,               80.1   ,                  9215   ,
2024-07-26 06:10:41 ,         300.0   ,           1200.0   ,          11.0   ,               72.0   ,         69   ,                       1708   ,                      632   ,         0.762   ,               79.9   ,                  9213   ,
2024-07-26 06:10:42 ,         107.0   ,           1200.0   ,          11.0   ,               72.0   ,         33   ,                       1708   ,                      632   ,         0.887   ,               80.0   ,                  9211   ,
2024-07-26 06:10:43 ,         336.0   ,           1200.0   ,          11.0   ,               71.0   ,         32   ,                       1708   ,                      632   ,         0.900   ,               80.3   ,                  9212   ,
2024-07-26 06:10:44 ,         118.0   ,           1200.0   ,          11.0   ,               72.0   ,         33   ,                       1708   ,                      632   ,         0.900   ,               80.1   ,                  9211   ,
2024-07-26 06:10:45 ,          52.0   ,           1200.0   ,          11.0   ,               71.0   ,         31   ,                       1708   ,                      632   ,         0.893   ,               80.3   ,                  9213   ,
2024-07-26 06:10:46 ,          33.0   ,           1200.0   ,          11.0   ,               70.0   ,         29   ,                       1708   ,                      632   ,         0.931   ,               80.4   ,                  9212   ,
2024-07-26 06:10:47 ,         343.0   ,           1200.0   ,          11.0   ,               73.0   ,         81   ,                       1714   ,                      632   ,         0.800   ,               80.5   ,                  9208   ,
2024-07-26 06:10:48 ,         353.0   ,           1200.0   ,          11.0   ,               73.0   ,         66   ,                       1739   ,                      653   ,         0.750   ,               79.9   ,                  9235   ,
2024-07-26 06:10:49 ,         123.0   ,           1200.0   ,          11.0   ,               72.0   ,         41   ,                       1739   ,                      653   ,         1.025   ,               79.8   ,                  9244   ,
2024-07-26 06:10:50 ,         424.0   ,           1200.0   ,          11.0   ,               72.0   ,         44   ,                       1739   ,                      653   ,         0.925   ,               80.0   ,                  9242   ,
2024-07-26 06:10:51 ,         150.0   ,           1200.0   ,          11.0   ,               72.0   ,         43   ,                       1739   ,                      653   ,         0.912   ,               79.9   ,                  9245   ,
2024-07-26 06:10:52 ,          62.0   ,           1200.0   ,          11.0   ,               72.0   ,         44   ,                       1739   ,                      653   ,         0.881   ,               79.9   ,                  9244   ,
2024-07-26 06:10:53 ,          47.0   ,           1200.0   ,          11.0   ,               72.0   ,         42   ,                       1739   ,                      654   ,         0.868   ,               79.8   ,                  9245   ,
2024-07-26 06:10:54 ,          31.0   ,           1200.0   ,          11.0   ,               71.0   ,         43   ,                       1739   ,                      654   ,         1.050   ,               79.4   ,                  9263   ,
2024-07-26 06:10:55 ,          26.0   ,           1200.0   ,          11.0   ,               72.0   ,         43   ,                       1739   ,                      654   ,         1.037   ,               79.0   ,                  9258   ,
2024-07-26 06:10:56 ,          25.0   ,           1200.0   ,          11.0   ,               71.0   ,         40   ,                       1739   ,                      654   ,         1.050   ,               78.9   ,                  9256   ,
2024-07-26 06:10:57 ,          24.0   ,           1200.0   ,          11.0   ,               72.0   ,         43   ,                       1739   ,                      654   ,         1.031   ,               79.3   ,                  9274   ,
2024-07-26 06:10:58 ,          24.0   ,           1200.0   ,          11.0   ,               71.0   ,         41   ,                       1739   ,                      654   ,         1.043   ,               79.3   ,                  9284   ,
2024-07-26 06:10:59 ,          24.0   ,           1200.0   ,          11.0   ,               72.0   ,         41   ,                       1739   ,                      654   ,         0.987   ,               79.0   ,                  9281   ,
